group_id,load_step,displacement_y,force_y
158,3,0.03,10106.4
158,4,0.04,10687.3
158,5,0.05,11151.8
158,6,0.06,11569.4
158,7,0.07,11955.6
158,8,0.08,12325.7
158,9,0.09,12685.4
158,10,0.1,13037.6
158,11,0.11,13384
158,12,0.12,13725.7
158,13,0.13,14063.4
158,14,0.14,14397.7
158,15,0.15,14729.1
158,16,0.16,15057.8
158,17,0.17,15384
158,18,0.18,15708
158,19,0.19,16029.9
158,20,0.2,16349.9
159,0,0,0
159,1,0.01,4594.67
159,2,0.02,7865.89
159,3,0.03,8507.75
159,4,0.04,8833.2
159,5,0.05,9024.8
159,6,0.06,9164.44
159,7,0.07,9286.16
159,8,0.08,9398.06
159,9,0.09,9504.8
159,10,0.1,9607.58
159,11,0.11,9706.96
159,12,0.12,9803.39
159,13,0.13,9897.2
159,14,0.14,9988.69
159,15,0.15,10078.1
159,16,0.16,10165.6
159,17,0.17,10251.5
159,18,0.18,10335.8
159,19,0.19,10418.7
159,20,0.2,10500.4
160,0,0,0
160,1,0.01,4445.76
160,2,0.02,7124.62
160,3,0.03,7692.96
160,4,0.04,8012.49
160,5,0.05,8228.88
160,6,0.06,8409
160,7,0.07,8569.79
160,8,0.08,8721.76
160,9,0.09,8867.53
160,10,0.1,9008.36
160,11,0.11,9145.09
160,12,0.12,9278.39
160,13,0.13,9408.82
160,14,0.14,9536.79
160,15,0.15,9662.63
160,16,0.16,9786.63
160,17,0.17,9909
160,18,0.18,10029.9
160,19,0.19,10149.5
160,20,0.2,10267.8
161,0,0,0
161,1,0.01,4576.5
161,2,0.02,7797.95
161,3,0.03,8606.73
161,4,0.04,9150.81
161,5,0.05,9586.17
161,6,0.06,9971
161,7,0.07,10333.1
161,8,0.08,10676.6
161,9,0.09,11010
161,10,0.1,11336.5
161,11,0.11,11657.9
161,12,0.12,11975
161,13,0.13,12288.6
161,14,0.14,12599.3
161,15,0.15,12907.3
161,16,0.16,13212.9
161,17,0.17,13516.4
161,18,0.18,13817.9
161,19,0.19,14117.5
161,20,0.2,14415.5
162,0,0,0
162,1,0.01,4679.27
162,2,0.02,8202.74
162,3,0.03,9060.64
162,4,0.04,9627.14
162,5,0.05,10094.3
162,6,0.06,10520.5
162,7,0.07,10918.8
162,8,0.08,11302.8
162,9,0.09,11677.7
162,10,0.1,12046.1
162,11,0.11,12409.3
162,12,0.12,12768.3
162,13,0.13,13123.7
162,14,0.14,13476.1
162,15,0.15,13825.7
162,16,0.16,14172.9
162,17,0.17,14517.8
162,18,0.18,14860.6
162,19,0.19,15201.5
162,20,0.2,15540.4
163,0,0,0
163,1,0.01,4893.16
163,2,0.02,7729.8
163,3,0.03,8488.01
163,4,0.04,9028.59
163,5,0.05,9482.47
163,6,0.06,9901.49
163,7,0.07,10294.7
163,8,0.08,10675.2
163,9,0.09,11047.8
163,10,0.1,11414.5
163,11,0.11,11776.7
163,12,0.12,12135
163,13,0.13,12490.1
163,14,0.14,12842.3
163,15,0.15,13192
163,16,0.16,13539.3
163,17,0.17,13884.6
163,18,0.18,14227.8
163,19,0.19,14569.2
163,20,0.2,14908.9
164,0,0,0
164,1,0.01,5106.24
164,2,0.02,7797.05
164,3,0.03,8589.19
164,4,0.04,9198.06
164,5,0.05,9737.33
164,6,0.06,10248.1
164,7,0.07,10737
164,8,0.08,11215.4
164,9,0.09,11686.9
164,10,0.1,12153
164,11,0.11,12614.7
164,12,0.12,13072.8
164,13,0.13,13527.6
164,14,0.14,13979.5
164,15,0.15,14428.8
164,16,0.16,14875.7
164,17,0.17,15320.3
164,18,0.18,15762.8
164,19,0.19,16203.2
164,20,0.2,16641.7
165,0,0,0
165,1,0.01,4678.48
165,2,0.02,8606.23
165,3,0.03,9422.31
165,4,0.04,9830.22
165,5,0.05,10101
165,6,0.06,10316.7
165,7,0.07,10509.7
165,8,0.08,10688.4
165,9,0.09,10858.9
165,10,0.1,11023.2
165,11,0.11,11182.5
165,12,0.12,11337.5
165,13,0.13,11489.1
165,14,0.14,11637.5
165,15,0.15,11783.3
165,16,0.16,11926.8
165,17,0.17,12068.2
165,18,0.18,12207.8
165,19,0.19,12345.8
165,20,0.2,12482.2
166,0,0,0
166,1,0.01,4712.86
166,2,0.02,7150.16
166,3,0.03,7924.27
166,4,0.04,8517.43
166,5,0.05,9033.63
166,6,0.06,9518.53
166,7,0.07,9979.53
166,8,0.08,10429.3
166,9,0.09,10872.2
166,10,0.1,11309.7
166,11,0.11,11743
166,12,0.12,12172.8
166,13,0.13,12599.5
166,14,0.14,13023.4
166,15,0.15,13444.9
166,16,0.16,13864.1
166,17,0.17,14281.1
166,18,0.18,14696.2
166,19,0.19,15109.3
166,20,0.2,15520.6
167,0,0,0
167,1,0.01,4675.46
167,2,0.02,8370.42
167,3,0.03,9152.64
167,4,0.04,9594.49
167,5,0.05,9928.37
167,6,0.06,10217.5
167,7,0.07,10486.7
167,8,0.08,10740.3
167,9,0.09,10984.5
167,10,0.1,11222.1
167,11,0.11,11454.4
167,12,0.12,11682.5
167,13,0.13,11907.1
167,14,0.14,12128.7
167,15,0.15,12347.8
167,16,0.16,12564.5
167,17,0.17,12779.2
167,18,0.18,12992
167,19,0.19,13203.1
167,20,0.2,13412.6
168,0,0,0
168,1,0.01,4697.59
168,2,0.02,7064.51
168,3,0.03,7542.88
168,4,0.04,7794.15
168,5,0.05,7963
168,6,0.06,8106.55
168,7,0.07,8236.9
168,8,0.08,8360.69
168,9,0.09,8479.56
168,10,0.1,8594.35
168,11,0.11,8705.69
168,12,0.12,8814.07
168,13,0.13,8919.91
168,14,0.14,9023.53
168,15,0.15,9125.24
168,16,0.16,9225.25
168,17,0.17,9323.77
168,18,0.18,9420.93
168,19,0.19,9516.89
168,20,0.2,9611.73
169,0,0,0
169,1,0.01,4802.73
169,2,0.02,8874.72
169,3,0.03,9734.16
169,4,0.04,10164.6
169,5,0.05,10434.2
169,6,0.06,10636.9
169,7,0.07,10805.8
169,8,0.08,10962.2
169,9,0.09,11111.1
169,10,0.1,11254.1
169,11,0.11,11392.3
169,12,0.12,11526.6
169,13,0.13,11657.3
169,14,0.14,11784.9
169,15,0.15,11909.9
169,16,0.16,12032.5
169,17,0.17,12153
169,18,0.18,12271.6
169,19,0.19,12388.6
169,20,0.2,12503.9
170,0,0,0
170,1,0.01,5021.42
170,2,0.02,7825.3
170,3,0.03,8526.68
170,4,0.04,9030.21
170,5,0.05,9463.05
170,6,0.06,9867.48
170,7,0.07,10250.1
170,8,0.08,10621.8
170,9,0.09,10986.4
170,10,0.1,11345.6
170,11,0.11,11700.5
170,12,0.12,12051.8
170,13,0.13,12400
170,14,0.14,12745.4
170,15,0.15,13088.3
170,16,0.16,13429
170,17,0.17,13767.6
170,18,0.18,14104.3
170,19,0.19,14439.2
170,20,0.2,14772.3
171,0,0,0
171,1,0.01,4464.27
171,2,0.02,7297.95
171,3,0.03,7892.25
171,4,0.04,8238.1
171,5,0.05,8488.03
171,6,0.06,8703.19
171,7,0.07,8898.16
171,8,0.08,9082.95
171,9,0.09,9260.7
171,10,0.1,9432.97
171,11,0.11,9600.83
171,12,0.12,9765.11
171,13,0.13,9926.39
171,14,0.14,10085.2
171,15,0.15,10241.7
171,16,0.16,10396.4
171,17,0.17,10549.4
171,18,0.18,10700.8
171,19,0.19,10850.8
171,20,0.2,10999.5
172,0,0,0
172,1,0.01,5192.46
172,2,0.02,9003.57
172,3,0.03,9693.47
172,4,0.04,10034.8
172,5,0.05,10263.7
172,6,0.06,10453.6
172,7,0.07,10624.1
172,8,0.08,10784.9
172,9,0.09,10938.9
172,10,0.1,11087.5
172,11,0.11,11231.5
172,12,0.12,11371.7
172,13,0.13,11508.6
172,14,0.14,11642.5
172,15,0.15,11774
172,16,0.16,11903.3
172,17,0.17,12030.6
172,18,0.18,12156.2
172,19,0.19,12280.1
172,20,0.2,12402.6
173,0,0,0
173,1,0.01,4322.81
173,2,0.02,8329.71
173,3,0.03,9304.88
173,4,0.04,9781.77
173,5,0.05,10077.8
173,6,0.06,10287.8
173,7,0.07,10448.6
173,8,0.08,10592.5
173,9,0.09,10727.9
173,10,0.1,10857.4
173,11,0.11,10982.2
173,12,0.12,11103.1
173,13,0.13,11220.7
173,14,0.14,11335.3
173,15,0.15,11447.2
173,16,0.16,11556.8
173,17,0.17,11664.3
173,18,0.18,11769.9
173,19,0.19,11873.9
173,20,0.2,11976.3
174,0,0,0
174,1,0.01,4806.04
174,2,0.02,8607.68
174,3,0.03,9453.97
174,4,0.04,9941.81
174,5,0.05,10281.5
174,6,0.06,10558.5
174,7,0.07,10800
174,8,0.08,11026
174,9,0.09,11242.2
174,10,0.1,11451
174,11,0.11,11653.9
174,12,0.12,11852
174,13,0.13,12046.2
174,14,0.14,12237
174,15,0.15,12425
174,16,0.16,12610.5
174,17,0.17,12793.8
174,18,0.18,12975.1
174,19,0.19,13154.7
174,20,0.2,13332.6
175,0,0,0
175,1,0.01,4467.12
175,2,0.02,8219.75
175,3,0.03,9145.59
175,4,0.04,9713.59
175,5,0.05,10149.1
175,6,0.06,10522.2
175,7,0.07,10866.5
175,8,0.08,11189.5
175,9,0.09,11500.6
175,10,0.1,11803.7
175,11,0.11,12100.7
175,12,0.12,12392.9
175,13,0.13,12681.2
175,14,0.14,12966.2
175,15,0.15,13248.3
175,16,0.16,13527.9
175,17,0.17,13805.2
175,18,0.18,14080.4
175,19,0.19,14353.6
175,20,0.2,14625.1
176,0,0,0
176,1,0.01,4868
176,2,0.02,6949.53
176,3,0.03,7296.18
176,4,0.04,7446.28
176,5,0.05,7541.93
176,6,0.06,7618.95
176,7,0.07,7691.79
176,8,0.08,7761.49
176,9,0.09,7828.61
176,10,0.1,7893.48
176,11,0.11,7956.35
176,12,0.12,8017.41
176,13,0.13,8076.84
176,14,0.14,8134.77
176,15,0.15,8191.34
176,16,0.16,8246.66
176,17,0.17,8300.83
176,18,0.18,8353.95
176,19,0.19,8406.1
176,20,0.2,8457.36
177,0,0,0
177,1,0.01,5170.01
177,2,0.02,7369.51
177,3,0.03,7924.08
177,4,0.04,8312.85
177,5,0.05,8644.54
177,6,0.06,8954.79
177,7,0.07,9246.71
177,8,0.08,9528.92
177,9,0.09,9804.89
177,10,0.1,10076.1
177,11,0.11,10343.5
177,12,0.12,10607.7
177,13,0.13,10869.2
177,14,0.14,11128.3
177,15,0.15,11385.2
177,16,0.16,11640.2
177,17,0.17,11893.3
177,18,0.18,12144.8
177,19,0.19,12394.8
177,20,0.2,12643.2
178,0,0,0
178,1,0.01,5287.73
178,2,0.02,7396.24
178,3,0.03,7730.8
178,4,0.04,7893.21
178,5,0.05,8012.19
178,6,0.06,8116.17
178,7,0.07,8213.49
178,8,0.08,8307.9
178,9,0.09,8398.13
178,10,0.1,8485.28
178,11,0.11,8569.82
178,12,0.12,8651.97
178,13,0.13,8732.03
178,14,0.14,8810.23
178,15,0.15,8886.78
178,16,0.16,8961.84
178,17,0.17,9035.56
178,18,0.18,9108.06
178,19,0.19,9179.46
178,20,0.2,9249.84
179,0,0,0
179,1,0.01,4984.41
179,2,0.02,7807.15
179,3,0.03,8480.59
179,4,0.04,8917
179,5,0.05,9259.79
179,6,0.06,9563.67
179,7,0.07,9850.93
179,8,0.08,10122.8
179,9,0.09,10386
179,10,0.1,10643.2
179,11,0.11,10895.6
179,12,0.12,11144.3
179,13,0.13,11389.8
179,14,0.14,11632.5
179,15,0.15,11872.8
179,16,0.16,12111
179,17,0.17,12347.3
179,18,0.18,12581.8
179,19,0.19,12814.6
179,20,0.2,13045.8
180,0,0,0
180,1,0.01,4415.32
180,2,0.02,8018.42
180,3,0.03,8907.44
180,4,0.04,9469.31
180,5,0.05,9896.48
180,6,0.06,10262.3
180,7,0.07,10589.1
180,8,0.08,10897.5
180,9,0.09,11194.6
180,10,0.1,11483.6
180,11,0.11,11766.4
180,12,0.12,12044.5
180,13,0.13,12318.6
180,14,0.14,12589.4
180,15,0.15,12857.4
180,16,0.16,13122.8
180,17,0.17,13386.1
180,18,0.18,13647.3
180,19,0.19,13906.6
180,20,0.2,14164.1
181,0,0,0
181,1,0.01,5175.98
181,2,0.02,7403.61
181,3,0.03,7851.37
181,4,0.04,8110.72
181,5,0.05,8314.91
181,6,0.06,8494.21
181,7,0.07,8662.89
181,8,0.08,8824.15
181,9,0.09,8979.65
181,10,0.1,9130.5
181,11,0.11,9277.56
181,12,0.12,9421.48
181,13,0.13,9562.77
181,14,0.14,9701.81
181,15,0.15,9838.89
181,16,0.16,9974.24
181,17,0.17,10108
181,18,0.18,10240.4
181,19,0.19,10371.6
181,20,0.2,10501.5
182,0,0,0
182,1,0.01,4753.58
182,2,0.02,7428.83
182,3,0.03,7871.54
182,4,0.04,8083.78
182,5,0.05,8223.95
182,6,0.06,8342.62
182,7,0.07,8450.91
182,8,0.08,8553.77
182,9,0.09,8652.56
182,10,0.1,8747.9
182,11,0.11,8840.27
182,12,0.12,8930.03
182,13,0.13,9017.5
182,14,0.14,9102.94
182,15,0.15,9186.57
182,16,0.16,9268.59
182,17,0.17,9349.15
182,18,0.18,9428.39
182,19,0.19,9506.45
182,20,0.2,9583.41
183,0,0,0
183,1,0.01,4961.65
183,2,0.02,8966.93
183,3,0.03,9954.99
183,4,0.04,10581.2
183,5,0.05,11084.3
183,6,0.06,11535.1
183,7,0.07,11951.9
183,8,0.08,12351.2
183,9,0.09,12739.5
183,10,0.1,13119.9
183,11,0.11,13494.3
183,12,0.12,13863.8
183,13,0.13,14229.3
183,14,0.14,14591.4
183,15,0.15,14950.4
183,16,0.16,15306.6
183,17,0.17,15660.3
183,18,0.18,16011.8
183,19,0.19,16361.1
183,20,0.2,16708.3
184,0,0,0
184,1,0.01,5088.01
184,2,0.02,7636.82
184,3,0.03,8203.37
184,4,0.04,8574.75
184,5,0.05,8878.72
184,6,0.06,9158.22
184,7,0.07,9419
184,8,0.08,9669.42
184,9,0.09,9912.9
184,10,0.1,10151.1
184,11,0.11,10385.3
184,12,0.12,10616
184,13,0.13,10843.9
184,14,0.14,11069.2
184,15,0.15,11292.4
184,16,0.16,11513.6
184,17,0.17,11733
184,18,0.18,11950.8
184,19,0.19,12167
184,20,0.2,12381.7
185,0,0,0
185,1,0.01,4508.69
185,2,0.02,7490.68
185,3,0.03,8247.64
185,4,0.04,8757.47
185,5,0.05,9157.65
185,6,0.06,9507.46
185,7,0.07,9835.36
185,8,0.08,10145.1
185,9,0.09,10444.9
185,10,0.1,10738.1
185,11,0.11,11026.2
185,12,0.12,11310.3
185,13,0.13,11591
185,14,0.14,11868.9
185,15,0.15,12144.2
185,16,0.16,12417.3
185,17,0.17,12688.3
185,18,0.18,12957.5
185,19,0.19,13224.9
185,20,0.2,13490.7
186,0,0,0
186,1,0.01,4453.56
186,2,0.02,7623.83
186,3,0.03,8383.8
186,4,0.04,8882.58
186,5,0.05,9282.46
186,6,0.06,9641.58
186,7,0.07,9973.46
186,8,0.08,10291.5
186,9,0.09,10600.8
186,10,0.1,10903.7
186,11,0.11,11201.8
186,12,0.12,11495.8
186,13,0.13,11786.6
186,14,0.14,12074.5
186,15,0.15,12360
186,16,0.16,12643.1
186,17,0.17,12924.2
186,18,0.18,13203.5
186,19,0.19,13481
186,20,0.2,13756.8
187,0,0,0
187,1,0.01,5279.47
187,2,0.02,8545.91
187,3,0.03,9341.52
187,4,0.04,9877.45
187,5,0.05,10313
187,6,0.06,10708.6
187,7,0.07,11076.2
187,8,0.08,11429.4
187,9,0.09,11773.7
187,10,0.1,12111.2
187,11,0.11,12443.6
187,12,0.12,12771.8
187,13,0.13,13096.3
187,14,0.14,13417.8
187,15,0.15,13736.6
187,16,0.16,14052.9
187,17,0.17,14367
187,18,0.18,14679
187,19,0.19,14989.1
187,20,0.2,15297.3
188,0,0,0
188,1,0.01,4798.61
188,2,0.02,8188.49
188,3,0.03,9028.44
188,4,0.04,9594.06
188,5,0.05,10053.7
188,6,0.06,10469.3
188,7,0.07,10854.9
188,8,0.08,11225.4
188,9,0.09,11586.5
188,10,0.1,11940.7
188,11,0.11,12289.6
188,12,0.12,12634.3
188,13,0.13,12975.4
188,14,0.14,13313.4
188,15,0.15,13648.6
188,16,0.16,13981.4
188,17,0.17,14311.9
188,18,0.18,14640.3
188,19,0.19,14966.8
188,20,0.2,15291.5
189,0,0,0
189,1,0.01,4452.83
189,2,0.02,8304
189,3,0.03,9380.56
189,4,0.04,10104.8
189,5,0.05,10699
189,6,0.06,11230.6
189,7,0.07,11719.6
189,8,0.08,12187.4
189,9,0.09,12642.5
189,10,0.1,13088.7
189,11,0.11,13528.3
189,12,0.12,13962.8
189,13,0.13,14393
189,14,0.14,14819.5
189,15,0.15,15242.9
189,16,0.16,15663.4
189,17,0.17,16081.3
189,18,0.18,16496.9
189,19,0.19,16910.2
189,20,0.2,17321.3
190,0,0,0
190,1,0.01,4876.48
190,2,0.02,7945.92
190,3,0.03,8534.14
190,4,0.04,8873.1
190,5,0.05,9130.74
190,6,0.06,9358.74
190,7,0.07,9568.51
190,8,0.08,9768.24
190,9,0.09,9960.78
190,10,0.1,10147.7
190,11,0.11,10330.2
190,12,0.12,10509.1
190,13,0.13,10684.9
190,14,0.14,10858.1
190,15,0.15,11029
190,16,0.16,11197.9
190,17,0.17,11365.1
190,18,0.18,11530.6
190,19,0.19,11694.7
190,20,0.2,11857.3
191,0,0,0
191,1,0.01,4804.63
191,2,0.02,7242.8
191,3,0.03,7773.5
191,4,0.04,8125.97
191,5,0.05,8418.29
191,6,0.06,8688.31
191,7,0.07,8940.93
191,8,0.08,9183.89
191,9,0.09,9420.42
191,10,0.1,9652.1
191,11,0.11,9879.92
191,12,0.12,10104.6
191,13,0.13,10326.5
191,14,0.14,10546.2
191,15,0.15,10763.7
191,16,0.16,10979.4
191,17,0.17,11193.3
191,18,0.18,11405.7
191,19,0.19,11616.6
191,20,0.2,11826.1
192,0,0,0
192,1,0.01,4876.31
192,2,0.02,8224.6
192,3,0.03,9083.23
192,4,0.04,9674.43
192,5,0.05,10157.9
192,6,0.06,10591.3
192,7,0.07,11001.9
192,8,0.08,11393.6
192,9,0.09,11775
192,10,0.1,12149.5
192,11,0.11,12518.6
192,12,0.12,12883.4
192,13,0.13,13244.6
192,14,0.14,13602.6
192,15,0.15,13957.9
192,16,0.16,14310.6
192,17,0.17,14661
192,18,0.18,15009.3
192,19,0.19,15355.5
192,20,0.2,15700
193,0,0,0
193,1,0.01,4549.57
193,2,0.02,8755.19
193,3,0.03,9952.32
193,4,0.04,10602.2
193,5,0.05,11104.9
193,6,0.06,11539.4
193,7,0.07,11941.3
193,8,0.08,12319.6
193,9,0.09,12684.8
193,10,0.1,13041
193,11,0.11,13390.5
193,12,0.12,13734.7
193,13,0.13,14074.5
193,14,0.14,14410.7
193,15,0.15,14743.7
193,16,0.16,15073.9
193,17,0.17,15401.5
193,18,0.18,15726.9
193,19,0.19,16050
193,20,0.2,16371.1
194,0,0,0
194,1,0.01,5584.54
194,2,0.02,8392.65
194,3,0.03,9133.29
194,4,0.04,9681.74
194,5,0.05,10160.8
194,6,0.06,10612.2
194,7,0.07,11041.4
194,8,0.08,11459.6
194,9,0.09,11870.6
194,10,0.1,12276.1
194,11,0.11,12677.1
194,12,0.12,13074.3
194,13,0.13,13468.2
194,14,0.14,13859.1
194,15,0.15,14247.5
194,16,0.16,14633.4
194,17,0.17,15017
194,18,0.18,15398.6
194,19,0.19,15778.1
194,20,0.2,16155.8
195,0,0,0
195,1,0.01,4930.43
195,2,0.02,7547.68
195,3,0.03,8201.26
195,4,0.04,8650.27
195,5,0.05,9022.55
195,6,0.06,9365.6
195,7,0.07,9686.42
195,8,0.08,9995.78
195,9,0.09,10297.9
195,10,0.1,10594.5
195,11,0.11,10886.9
195,12,0.12,11175.8
195,13,0.13,11461.6
195,14,0.14,11744.8
195,15,0.15,12025.7
195,16,0.16,12304.4
195,17,0.17,12581.3
195,18,0.18,12856.3
195,19,0.19,13129.7
195,20,0.2,13401.5
196,0,0,0
196,1,0.01,5034.97
196,2,0.02,8683.53
196,3,0.03,9510.37
196,4,0.04,10015.5
196,5,0.05,10389.4
196,6,0.06,10710.1
196,7,0.07,10998.7
196,8,0.08,11271.7
196,9,0.09,11534.6
196,10,0.1,11790
196,11,0.11,12039.5
196,12,0.12,12284.3
196,13,0.13,12525.3
196,14,0.14,12763
196,15,0.15,12997.9
196,16,0.16,13230.4
196,17,0.17,13460.6
196,18,0.18,13688.8
196,19,0.19,13915.2
196,20,0.2,14139.8
197,0,0,0
197,1,0.01,4987.7
197,2,0.02,8504.7
197,3,0.03,9157.92
197,4,0.04,9502.68
197,5,0.05,9749.47
197,6,0.06,9952.37
197,7,0.07,10142.7
197,8,0.08,10321.4
197,9,0.09,10492.8
197,10,0.1,10658.4
197,11,0.11,10819.3
197,12,0.12,10976.4
197,13,0.13,11130.2
197,14,0.14,11281.2
197,15,0.15,11429.7
197,16,0.16,11576.2
197,17,0.17,11720.7
197,18,0.18,11863.5
197,19,0.19,12004.8
197,20,0.2,12144.7
198,0,0,0
198,1,0.01,4908.51
198,2,0.02,9117.02
198,3,0.03,10037.4
198,4,0.04,10510.8
198,5,0.05,10851
198,6,0.06,11137.5
198,7,0.07,11399.6
198,8,0.08,11645.6
198,9,0.09,11881
198,10,0.1,12108.9
198,11,0.11,12331
198,12,0.12,12548.3
198,13,0.13,12761.8
198,14,0.14,12971.9
198,15,0.15,13179.2
198,16,0.16,13383.9
198,17,0.17,13586.4
198,18,0.18,13786.9
198,19,0.19,13985.6
198,20,0.2,14182.5
199,0,0,0
199,1,0.01,4944.73
199,2,0.02,8700.47
199,3,0.03,9535.29
199,4,0.04,10023
199,5,0.05,10360.8
199,6,0.06,10635.5
199,7,0.07,10874.9
199,8,0.08,11099
199,9,0.09,11313.5
199,10,0.1,11520.5
199,11,0.11,11721.7
199,12,0.12,11918.1
199,13,0.13,12110.6
199,14,0.14,12299.6
199,15,0.15,12485.8
199,16,0.16,12669.6
199,17,0.17,12851.1
199,18,0.18,13030.6
199,19,0.19,13208.4
199,20,0.2,13384.5
