group_id,param_E,param_v,param_sigma_y,param_H,x,y,u,v,type
0,215585,0.302629,286.704,1675.64,1.5,4,0.195237,0.0942075,0
0,215585,0.302629,286.704,1675.64,2,4,0.191611,0.0919458,0
0,215585,0.302629,286.704,1675.64,2.5,4,0.186878,0.0890821,0
0,215585,0.302629,286.704,1675.64,3,4,0.180255,0.0857787,0
0,215585,0.302629,286.704,1675.64,3.5,4,0.172665,0.082645,0
0,215585,0.302629,286.704,1675.64,4,4,0.16335,0.0796763,0
0,215585,0.302629,286.704,1675.64,4.5,4,0.153485,0.0776439,0
0,215585,0.302629,286.704,1675.64,5,4,0.14272,0.0762259,0
0,215585,0.302629,286.704,1675.64,5.5,4,0.131752,0.0754406,0
0,215585,0.302629,286.704,1675.64,6,4,0.120149,0.0746712,0
0,215585,0.302629,286.704,1675.64,6.5,4,0.108144,0.0735966,0
0,215585,0.302629,286.704,1675.64,7,4,0.0953794,0.0717191,0
0,215585,0.302629,286.704,1675.64,7.5,4,0.0819815,0.068945,0
0,215585,0.302629,286.704,1675.64,8,4,0.0677504,0.0653287,0
0,215585,0.302629,286.704,1675.64,8.5,4,0.0525884,0.0614052,0
0,215585,0.302629,286.704,1675.64,9,4,0.0361646,0.0578634,0
0,215585,0.302629,286.704,1675.64,9.5,4,0.018493,0.0554386,0
